beta,fval,gamma,n,phim,s1,t0,ti,tr
1.3,173.88991643378847,0.25,2701743.0,0.06353613074095385,0.0075,31.20620229512823,5.25,2.5
1.3,171.46141151709006,0.25,2701743.0,0.04325859057333324,0.01,33.15431140470202,5.25,2.5
1.3,238.76406139872634,0.25,2701743.0,0.07975394464723985,0.005,28.446282641298172,5.25,2.75
1.3,233.38802305841205,0.25,2701743.0,0.05321334319050644,0.0075,30.394675118235128,5.25,2.75
1.3,225.71331523769314,0.25,2701743.0,0.035684469561196364,0.01,32.3189399770028,5.25,2.75
1.3,350.5024497644192,0.25,2701743.0,0.058274190865971076,0.005,28.645543041454346,5.25,3.0
1.3,338.8073798860146,0.25,2701743.0,0.03844330292688429,0.0075,30.56437640586894,5.25,3.0
1.3,331.07071254271597,0.25,2701743.0,0.03131504049546005,0.01,31.510040146012955,5.25,3.0
1.3,510.45167731501135,0.25,2701743.0,0.05455832128026786,0.005,27.846871063772547,5.25,3.25
1.3,494.13571920360084,0.25,2701743.0,0.0355543626521451,0.0075,29.752909762557472,5.25,3.25
1.3,483.130721686813,0.25,2701743.0,0.028805495513901134,0.01,30.68948864374571,5.25,3.25
1.3,692.8014389808404,0.25,2701743.0,0.04248911833863184,0.005,27.999968891399224,5.25,3.5
1.3,669.4614652189828,0.25,2701743.0,0.027502615347445393,0.0075,29.893975697837355,5.25,3.5
1.3,653.5480821411228,0.25,2701743.0,0.02224204772164355,0.01,30.81042913696563,5.25,3.5
1.3,189.44383643609308,0.25,2701743.0,0.08128940642873703,0.005,31.24248521016909,5.5,2.5
1.3,187.14683562594843,0.25,2701743.0,0.055762379004207004,0.0075,33.20138239501476,5.5,2.5
1.3,185.70538490074122,0.25,2701743.0,0.04624364998019345,0.01,34.17454214125604,5.5,2.5
1.3,257.6148833333504,0.25,2701743.0,0.0825355433120096,0.005,29.471535886586963,5.5,2.75
1.3,252.36668204932596,0.25,2701743.0,0.05559887552981585,0.0075,31.422011046304963,5.5,2.75
1.3,244.88115389948328,0.25,2701743.0,0.037626158252575724,0.01,33.34996505253046,5.5,2.75
1.3,370.79408983196095,0.25,2701743.0,0.059831160639376185,0.005,29.672277008972063,5.5,3.0
1.3,359.72776929737137,0.25,2701743.0,0.03984217931004887,0.0075,31.594529833571144,5.5,3.0
1.3,352.42712645052984,0.25,2701743.0,0.03259902895630237,0.01,32.542826236510976,5.5,3.0
1.3,528.6580485264687,0.25,2701743.0,0.05538929700015077,0.005,28.867680211171034,5.5,3.25
1.3,513.3508768925798,0.25,2701743.0,0.03643712587256571,0.0075,30.7774664603845,5.5,3.25
1.3,503.0742655674559,0.25,2701743.0,0.029651835820662498,0.01,31.716767591085876,5.5,3.25
1.3,706.655395555714,0.25,2701743.0,0.042928467381927876,0.005,28.999939316509156,5.5,3.5
1.3,684.7972683833879,0.25,2701743.0,0.028044355696548687,0.0075,30.907428040384808,5.5,3.5
1.3,669.9759292605813,0.25,2701743.0,0.022775358954269437,0.01,31.82759180130874,5.5,3.5
1.3,322.1438367811051,0.3,2701743.0,0.05535853530906587,0.005,28.000003015877297,4.5,2.5
1.3,316.1708272632425,0.3,2701743.0,0.04504921492285425,0.0075,29.000024213409894,4.5,2.5
1.3,300.6904275210944,0.3,2701743.0,0.030013050876405392,0.01,30.95040219721605,4.5,2.5
1.3,527.3721715845434,0.3,2701743.0,0.04376705335373558,0.005,27.528558561283656,4.5,2.75
1.3,503.555038378475,0.3,2701743.0,0.028714551260086946,0.0075,29.40770415634472,4.5,2.75
1.3,487.66697201285837,0.3,2701743.0,0.02337275479335,0.01,30.326844620113903,4.5,2.75
1.3,783.8521306224314,0.3,2701743.0,0.03609920266061631,0.005,27.000021184369643,4.5,3.0
1.3,751.6842080311906,0.3,2701743.0,0.023414025109921376,0.0075,28.99996594664384,4.5,3.0
1.3,730.0290405928351,0.3,2701743.0,0.018982949758655894,0.01,29.958957692596655,4.5,3.0
1.3,1042.7596205102657,0.3,2701743.0,0.02472936707205593,0.005,27.31286222533317,4.5,3.25
1.3,997.9321846666419,0.3,2701743.0,0.01607357369189532,0.0075,29.146853654666423,4.5,3.25
1.3,966.9951839476662,0.3,2701743.0,0.01308580625029618,0.01,30.031973601735753,4.5,3.25
1.3,1283.0632600545691,0.3,2701743.0,0.017358692445852024,0.005,27.997171828540385,4.5,3.5
1.3,1229.3770024699038,0.3,2701743.0,0.01132814420506012,0.0075,29.77221404611622,4.5,3.5
1.3,1191.9682340332527,0.3,2701743.0,0.009273228972683505,0.01,30.611609995374675,4.5,3.5
1.3,345.7049831881469,0.3,2701743.0,0.05889186733350391,0.005,28.999998686686173,4.75,2.5
1.3,333.5802275424288,0.3,2701743.0,0.03946036585939967,0.0075,30.999990938096396,4.75,2.5
1.3,325.81568912886445,0.3,2701743.0,0.032393958315232604,0.01,31.999923934832694,4.75,2.5
1.3,549.1856127740015,0.3,2701743.0,0.045997828070850455,0.005,28.54060714325809,4.75,2.75
1.3,527.6920005266484,0.3,2701743.0,0.03046586266581799,0.0075,30.428804553937702,4.75,2.75
1.3,513.3921613979434,0.3,2701743.0,0.02490263035685282,0.01,31.35429999634678,4.75,2.75
1.3,798.2595892876093,0.3,2701743.0,0.03760111081264138,0.005,28.00003097589633,4.75,3.0
1.3,769.2727188407914,0.3,2701743.0,0.024611877719414386,0.0075,29.99994678517977,4.75,3.0
1.3,749.8402181605454,0.3,2701743.0,0.020027769384189473,0.01,30.978879538048552,4.75,3.0
1.3,1048.765224807471,0.3,2701743.0,0.025726374225399293,0.005,28.28021842980289,4.75,3.25
1.3,1008.1980779002348,0.3,2701743.0,0.016853476527429526,0.0075,30.126779018098304,4.75,3.25
1.3,980.3604591609163,0.3,2701743.0,0.013760443910727505,0.01,31.021179194014586,4.75,3.25
1.3,1281.515281438375,0.3,2701743.0,0.018062801258500225,0.005,28.929026409729772,4.75,3.5
1.3,1232.535660147899,0.3,2701743.0,0.011865783556069615,0.0075,30.72247801442989,4.75,3.5
1.3,1198.6184559441067,0.3,2701743.0,0.009732399687666135,0.01,31.57614325668971,4.75,3.5
1.3,369.2337905492315,0.3,2701743.0,0.062376554660202824,0.005,30.000074922939547,5.0,2.5
1.3,358.0440114199457,0.3,2701743.0,0.04219853724459533,0.0075,32.000003156644055,5.0,2.5
1.3,342.4753080512504,0.3,2701743.0,0.028748626979878848,0.01,33.990585908084995,5.0,2.5
1.3,570.1734970395464,0.3,2701743.0,0.04817374356853035,0.005,29.545116665728646,5.0,2.75
1.3,550.7262449827617,0.3,2701743.0,0.03220054940314064,0.0075,31.44142479006177,5.0,2.75
1.3,537.8313905492655,0.3,2701743.0,0.02642826796280169,0.01,32.372663405842275,5.0,2.75
1.3,800.0867989423948,0.3,2701743.0,0.03168501607056418,0.005,30.000004463519574,5.0,3.0
1.3,785.6726714144843,0.3,2701743.0,0.02578451690917819,0.0075,30.999995252133687,5.0,3.0
1.3,746.9424701309326,0.3,2701743.0,0.017298662890614075,0.01,32.87553498733659,5.0,3.0
1.3,1054.2921312907586,0.3,2701743.0,0.026687688370291188,0.005,29.241874331809665,5.0,3.25
1.3,1017.4046456441989,0.3,2701743.0,0.017619114268077656,0.0075,31.099563825686246,5.0,3.25
1.3,992.2361682323816,0.3,2701743.0,0.014428692409821853,0.01,32.00217674856301,5.0,3.25
1.3,1279.8557824670938,0.3,2701743.0,0.018740231234551315,0.005,29.856632643809853,5.0,3.5
1.3,1234.961749569032,0.3,2701743.0,0.012393089819679464,0.0075,31.666397321124794,5.0,3.5
1.3,1204.0634773181741,0.3,2701743.0,0.010187025266960347,0.01,32.53236100134444,5.0,3.5
1.3,392.59478954287727,0.3,2701743.0,0.0657998692306514,0.005,31.000024950224123,5.25,2.5
1.3,382.301922932397,0.3,2701743.0,0.04492725747879393,0.0075,32.999997632411365,5.25,2.5
1.3,367.97211812714835,0.3,2701743.0,0.030860447390854237,0.01,34.99990664498617,5.25,2.5
1.3,590.385838677557,0.3,2701743.0,0.050295619973103056,0.005,30.542363734279867,5.25,2.75
1.3,572.7420497364784,0.3,2701743.0,0.03391573899831907,0.0075,32.446029725421866,5.25,2.75
1.3,547.0972730204169,0.3,2701743.0,0.023095405552269414,0.01,34.305965071322554,5.25,2.75
1.3,814.1073328243473,0.3,2701743.0,0.03295773368710703,0.005,31.000002040635565,5.25,3.0
1.3,785.2344683796504,0.3,2701743.0,0.02208376534656199,0.0075,32.9884503520034,5.25,3.0
1.3,766.0970992149191,0.3,2701743.0,0.018196942258303976,0.01,33.88416177004466,5.25,3.0
1.3,1059.4278211694568,0.3,2701743.0,0.02761293936565616,0.005,30.198345071107745,5.25,3.25
1.3,1025.738013382851,0.3,2701743.0,0.018369405827850765,0.0075,32.06602289681015,5.25,3.25
1.3,1002.8860666902009,0.3,2701743.0,0.015082722420857632,0.01,33.00000005789183,5.25,3.25
1.3,1278.1429773633695,0.3,2701743.0,0.019390518988489078,0.005,30.780951679709474,5.25,3.5
1.3,1236.8175282177638,0.3,2701743.0,0.01290907214737033,0.0075,32.604802280586824,5.25,3.5
1.3,1208.5451300521538,0.3,2701743.0,0.010635921885913488,0.01,33.4814633881319,5.25,3.5
1.3,411.3682790132035,0.3,2701743.0,0.0573782358319343,0.005,33.000066457338804,5.5,2.5
1.3,400.1934674153065,0.3,2701743.0,0.039615671336581317,0.0075,35.00000604725198,5.5,2.5
1.3,393.1019574195665,0.3,2701743.0,0.03299765776222132,0.01,35.99999264567943,5.5,2.5
1.3,609.8691977653068,0.3,2701743.0,0.05236299903831047,0.005,31.532896612848585,5.5,2.75
1.3,593.8172497955034,0.3,2701743.0,0.03560981959284201,0.0075,33.443078305713044,5.5,2.75
1.3,570.6066431718833,0.3,2701743.0,0.024430114543686668,0.01,35.31332157986924,5.5,2.75
1.3,827.4053389450095,0.3,2701743.0,0.03419219650487358,0.005,31.999970122193826,5.5,3.0
1.3,801.199834903136,0.3,2701743.0,0.023091824443518684,0.0075,33.979773943406315,5.5,3.0
1.3,783.8848271815782,0.3,2701743.0,0.019089282065669677,0.01,34.88326011030784,5.5,3.0
1.3,1064.2415872614506,0.3,2701743.0,0.028503285283040244,0.005,31.150281332648106,5.5,3.25
1.3,1033.346664605503,0.3,2701743.0,0.019103377341999878,0.0075,33.02674384206056,5.5,3.25
1.3,1012.5293462648947,0.3,2701743.0,0.01572449552161577,0.01,34.0000511805752,5.5,3.25
1.3,1276.4203403460617,0.3,2701743.0,0.020014122572979118,0.005,31.702163107211494,5.5,3.5
1.3,1238.2300274544784,0.3,2701743.0,0.01341294988648517,0.0075,33.53841526856587,5.5,3.5
1.3,1212.2545361056646,0.3,2701743.0,0.011078005348716143,0.01,34.42464500490176,5.5,3.5
1.35,675.9526073140712,0.1,2701743.0,0.12700705967487974,0.005,21.658684144422153,4.5,2.5
1.35,677.2973152105308,0.1,2701743.0,0.0816459740862839,0.0075,23.653501789453088,4.5,2.5
1.35,678.2245915266865,0.1,2701743.0,0.06549493265807209,0.01,24.64983852019658,4.5,2.5
1.35,617.3673040344612,0.1,2701743.0,0.13522425777782413,0.005,20.33783818682268,4.5,2.75
1.35,619.0661191121222,0.1,2701743.0,0.08514598916088939,0.0075,22.332322163128246,4.5,2.75
1.35,620.2554197812337,0.1,2701743.0,0.06759968078660193,0.01,23.32836418950212,4.5,2.75
1.35,556.3416919017736,0.1,2701743.0,0.12307684229895544,0.005,19.600821589828683,4.5,3.0
1.35,558.4597221351672,0.1,2701743.0,0.07614173853678691,0.0075,21.594011433086543,4.5,3.0
1.35,559.9608092846847,0.1,2701743.0,0.05992701360126401,0.01,22.589223424858826,4.5,3.0
1.35,497.5167810028181,0.1,2701743.0,0.11798521746421574,0.005,19.159131805079667,4.5,3.25
1.35,500.19826461306496,0.1,2701743.0,0.07185795921940391,0.0075,21.15152407143087,4.5,3.25
1.35,502.15636204358094,0.1,2701743.0,0.056120712254846085,0.01,21.848492520529902,4.5,3.25
1.35,435.013257325379,0.1,2701743.0,0.11841423963688086,0.005,18.411910613563233,4.5,3.5
1.35,437.888347266206,0.1,2701743.0,0.07112405457965955,0.0075,20.40309189636422,4.5,3.5
1.35,439.97137228602793,0.1,2701743.0,0.05516512448053529,0.01,21.396713536202256,4.5,3.5
1.35,635.8979139503994,0.1,2701743.0,0.1355759693827725,0.005,22.659686588219692,4.75,2.5
1.35,637.1425746480426,0.1,2701743.0,0.08821593123532057,0.0075,24.654409081730655,4.75,2.5
1.35,639.0455652259108,0.1,2701743.0,0.057477009124597654,0.01,26.646290008642474,4.75,2.5
1.35,578.8860389772472,0.1,2701743.0,0.11319832828676674,0.005,22.33249657209427,4.75,2.75
1.35,579.762354661064,0.1,2701743.0,0.09039583820763135,0.0075,23.32936492809164,4.75,2.75
1.35,582.2236878484606,0.1,2701743.0,0.05771040150702782,0.01,25.320571456163933,4.75,2.75
1.35,518.877009601703,0.1,2701743.0,0.12749663044428122,0.005,20.619670163588992,4.75,3.0
1.35,520.8479109626833,0.1,2701743.0,0.07988069758457661,0.0075,22.612657021860972,4.75,3.0
1.35,522.2327803440194,0.1,2701743.0,0.06326582723858207,0.01,23.60780327204282,4.75,3.0
1.35,461.727777820301,0.1,2701743.0,0.12077779146331125,0.005,20.1731570286454,4.75,3.25
1.35,464.2231343042946,0.1,2701743.0,0.07450700913347344,0.0075,22.165223890965592,4.75,3.25
1.35,465.9965930809965,0.1,2701743.0,0.05855917052917643,0.01,23.159670131529076,4.75,3.25
1.35,402.4138571960513,0.1,2701743.0,0.11973802049186912,0.005,19.444930268904685,4.75,3.5
1.35,405.09400989845034,0.1,2701743.0,0.07285913015444079,0.0075,21.43571511766925,4.75,3.5
1.35,407.01890345562765,0.1,2701743.0,0.05687724144354221,0.01,22.42917555117516,4.75,3.5
1.35,599.3276833721577,0.1,2701743.0,0.11674993221392453,0.005,24.656284773862936,5.0,2.5
1.35,600.7500023295484,0.1,2701743.0,0.0768812690711398,0.0075,26.649697278730113,5.0,2.5
1.35,601.7142010155974,0.1,2701743.0,0.06242010062215058,0.01,27.645276746732627,5.0,2.5
1.35,542.5676591145998,0.1,2701743.0,0.11884114490996885,0.005,23.328450757880322,5.0,2.75
1.35,544.3911050592266,0.1,2701743.0,0.07670222801194039,0.0075,25.321252515936017,5.0,2.75
1.35,545.6452832855801,0.1,2701743.0,0.06165496572631496,0.01,26.31631496523081,5.0,2.75
1.35,484.2461306521973,0.1,2701743.0,0.1315411177543803,0.005,21.637903735944537,5.0,3.0
1.35,486.08288430528376,0.1,2701743.0,0.08340247727144964,0.0075,23.630785590252273,5.0,3.0
1.35,487.3630478671857,0.1,2701743.0,0.06644694405771048,0.01,24.62585223622802,5.0,3.0
1.35,428.8439500341425,0.1,2701743.0,0.12319210095727808,0.005,21.18691439750522,5.0,3.25
1.35,431.1668042545384,0.1,2701743.0,0.07692204713878018,0.0075,23.178751692734192,5.0,3.25
1.35,432.8041681476901,0.1,2701743.0,0.0608214021284513,0.01,24.17295811050417,5.0,3.25
1.35,372.63679335856244,0.1,2701743.0,0.12070824971618058,0.005,20.478230976821543,5.0,3.5
1.35,375.13454302266905,0.1,2701743.0,0.07435447275237761,0.0075,22.468585781327192,5.0,3.5
1.35,376.913695630707,0.1,2701743.0,0.05839882469376667,0.01,23.461736762485764,5.0,3.5
1.35,565.1547384907117,0.1,2701743.0,0.1239910258301695,0.005,25.653142766554126,5.25,2.5
1.35,566.4728507640724,0.1,2701743.0,0.08253179098268482,0.0075,27.646546097039604,5.25,2.5
1.35,567.3599316408407,0.1,2701743.0,0.06736535132226626,0.01,28.64207931055185,5.25,2.5
1.35,509.14445179338605,0.1,2701743.0,0.12420485856388719,0.005,24.323031580059713,5.25,2.75
1.35,510.834397081613,0.1,2701743.0,0.08105327000703617,0.0075,26.315844672604463,5.25,2.75
1.35,511.988051402138,0.1,2701743.0,0.06550907297594262,0.01,27.31088670217587,5.25,2.75
1.35,452.43041182735817,0.1,2701743.0,0.13521462782997665,0.005,22.65558030635658,5.25,3.0
1.35,454.1441381153789,0.1,2701743.0,0.08670244671369151,0.0075,24.648164480195106,5.25,3.0
1.35,455.3293909659471,0.1,2701743.0,0.06946463504552122,0.01,25.643114106546086,5.25,3.0
1.35,398.82528780106605,0.1,2701743.0,0.1252479557216012,0.005,22.20042357426017,5.25,3.25
1.35,400.9874995022098,0.1,2701743.0,0.0791053799921872,0.0075,24.19196690627621,5.25,3.25
1.35,402.4998272960737,0.1,2701743.0,0.0629053174057019,0.01,25.186001463851255,5.25,3.25
1.35,345.6294790048793,0.1,2701743.0,0.12135262713215128,0.005,21.5115624274478,5.25,3.5
1.35,347.9559395087525,0.1,2701743.0,0.07562276922178454,0.0075,23.501408866650614,5.25,3.5
1.35,349.60020877523004,0.1,2701743.0,0.05973778008992554,0.01,24.49436359425344,5.25,3.5
1.35,533.8999457613917,0.1,2701743.0,0.13104583811150072,0.005,26.64782189598845,5.5,2.5
1.35,535.1247424183547,0.1,2701743.0,0.0881172828243676,0.0075,28.641262167668955,5.5,2.5
1.35,535.9433252882127,0.1,2701743.0,0.07228775893359593,0.01,29.63680840046471,5.5,2.5
1.35,478.5798179726995,0.1,2701743.0,0.12928029913470615,0.005,25.31637633342139,5.5,2.75
1.35,480.1483123826381,0.1,2701743.0,0.08525118979035069,0.0075,27.309016151698987,5.5,2.75
1.35,481.2114320884856,0.1,2701743.0,0.06925939912703807,0.01,28.30397336937671,5.5,2.75
1.35,423.3953903056529,0.1,2701743.0,0.13853197444864923,0.005,23.672392971981402,5.5,3.0
1.35,424.9957314589357,0.1,2701743.0,0.08978064945768854,0.0075,25.664840491218712,5.5,3.0
1.35,427.45590969710713,0.1,2701743.0,0.05826682383039677,0.01,27.653241189119125,5.5,3.0
1.35,371.61734749698115,0.1,2701743.0,0.1269686538263819,0.005,23.213609183893322,5.5,3.25
1.35,373.6293969714099,0.1,2701743.0,0.08106514657097409,0.0075,25.204772486672383,5.5,3.25
1.35,375.02636193783206,0.1,2701743.0,0.06481157700250681,0.01,26.198653715247374,5.5,3.25
1.35,321.3265433581514,0.1,2701743.0,0.12170227882429054,0.005,22.54471841947482,5.5,3.5
1.35,323.49173428729165,0.1,2701743.0,0.07667701781975259,0.0075,24.534252392931112,5.5,3.5
1.35,325.0107664423993,0.1,2701743.0,0.06090443325133339,0.01,25.526876216099595,5.5,3.5
1.35,436.02576692824374,0.15,2701743.0,0.1202563645304577,0.005,22.3926740001521,4.5,2.5
1.35,438.796512231577,0.15,2701743.0,0.07734384262595355,0.0075,24.383443240463752,4.5,2.5
1.35,440.70780096656523,0.15,2701743.0,0.06206442884432739,0.01,25.377034272300047,4.5,2.5
1.35,357.46439756123704,0.15,2701743.0,0.12570007524077303,0.005,20.808506152150862,4.5,2.75
1.35,360.3183287431615,0.15,2701743.0,0.0792144193459964,0.0075,22.797573842606386,4.5,2.75
1.35,362.3188507252581,0.15,2701743.0,0.0629254379757842,0.01,23.78995541906326,4.5,2.75
1.35,284.58360012103213,0.15,2701743.0,0.11183016224810191,0.005,20.428657888586336,4.5,3.0
1.35,288.0248046090111,0.15,2701743.0,0.06926940346341237,0.0075,22.41458889369177,4.5,3.0
1.35,290.47405448763925,0.15,2701743.0,0.05456511969362846,0.01,23.404762789838323,4.5,3.0
1.35,224.48060563794957,0.15,2701743.0,0.10427777716055972,0.005,19.869923037226453,4.5,3.25
1.35,227.82333856116628,0.15,2701743.0,0.06363251216203152,0.0075,21.85041052615496,4.5,3.25
1.35,230.2425779474144,0.15,2701743.0,0.0497637185437128,0.01,22.836549840623178,4.5,3.25
1.35,175.98270497734535,0.15,2701743.0,0.10108858276526517,0.005,19.497701452609427,4.5,3.5
1.35,178.8683798856073,0.15,2701743.0,0.06087763406292545,0.0075,21.47469669337287,4.5,3.5
1.35,181.00514256543173,0.15,2701743.0,0.04730687987893693,0.01,22.458294730589863,4.5,3.5
1.35,403.23862838606647,0.15,2701743.0,0.12788917582816228,0.005,23.393992564671283,4.75,2.5
1.35,405.6957649561397,0.15,2701743.0,0.08325615952100728,0.0075,25.384849018972325,4.75,2.5
1.35,409.45541608125626,0.15,2701743.0,0.054284325844981884,0.01,27.370706393036635,4.75,2.5
1.35,329.47545909607794,0.15,2701743.0,0.1048010302744899,0.005,22.837857263528498,4.75,2.75
1.35,330.88289310430036,0.15,2701743.0,0.08372891743557473,0.0075,23.83175078827463,4.75,2.75
1.35,334.8437747727638,0.15,2701743.0,0.05351987759451117,0.01,25.81446786454851,4.75,2.75
1.35,260.251871350097,0.15,2701743.0,0.11527287843360136,0.005,21.464343418948495,4.75,3.0
1.35,263.26252203249794,0.15,2701743.0,0.07231008227457181,0.0075,23.450049141924413,4.75,3.0
1.35,265.38823269740595,0.15,2701743.0,0.05731821827545654,0.01,24.44006818262819,4.75,3.0
1.35,205.77465482529462,0.15,2701743.0,0.10611054246309493,0.005,21.088029058795932,4.75,3.25
1.35,208.82516962651076,0.15,2701743.0,0.06559682924746812,0.0075,22.916030708971903,4.75,3.25
1.35,210.88906274972618,0.15,2701743.0,0.051626501653812065,0.01,23.901993632064702,4.75,3.25
1.35,163.6577108736014,0.15,2701743.0,0.10161039658623422,0.005,20.56023686583661,4.75,3.5
1.35,166.01530394430992,0.15,2701743.0,0.061990913663258526,0.0075,22.53655152103726,4.75,3.5
1.35,167.75230323627363,0.15,2701743.0,0.04848190908671549,0.01,23.519697146464676,4.75,3.5
1.35,375.16839431690875,0.15,2701743.0,0.10974645980108463,0.005,25.389670836973643,5.0,2.5
1.35,377.85388509380084,0.15,2701743.0,0.0723112527130475,0.0075,27.378263898134104,5.0,2.5
1.35,379.67587129029573,0.15,2701743.0,0.058733344351387,0.01,28.3706493320399,5.0,2.5
1.35,303.8361493777047,0.15,2701743.0,0.1095520441087419,0.005,23.871132943163037,5.0,2.75
1.35,306.63210435643947,0.15,2701743.0,0.07077577817240899,0.0075,25.857263997416673,5.0,2.75
1.35,308.559632560313,0.15,2701743.0,0.05692811314865172,0.01,26.847795742241775,5.0,2.75
1.35,239.46182042058956,0.15,2701743.0,0.11835074883263884,0.005,22.4996110139004,5.0,3.0
1.35,242.0894336509218,0.15,2701743.0,0.07512967404824947,0.0075,24.48500838213758,5.0,3.0
1.35,243.93076479884462,0.15,2701743.0,0.059905725016007924,0.01,25.474934401971623,5.0,3.0
1.35,190.0042570982067,0.15,2701743.0,0.1076522094339604,0.005,22.121640748014034,5.0,3.25
1.35,192.63625413675612,0.15,2701743.0,0.06734212077371657,0.0075,24.103675311381544,5.0,3.25
1.35,194.5149397533329,0.15,2701743.0,0.053315236815067835,0.01,25.091057890887708,5.0,3.25
1.35,154.30998336631555,0.15,2701743.0,0.10184682446455579,0.005,21.622588891532192,5.0,3.5
1.35,156.19848842527657,0.15,2701743.0,0.06289968785036779,0.0075,23.598215928739346,5.0,3.5
1.35,157.5851920213036,0.15,2701743.0,0.049492112798284436,0.01,24.581033926844263,5.0,3.5
1.35,349.6341958918429,0.15,2701743.0,0.11612515507008161,0.005,26.38771802668996,5.25,2.5
1.35,352.00866744837236,0.15,2701743.0,0.07734014367599812,0.0075,28.37646915869788,5.25,2.5
1.35,353.60824639075497,0.15,2701743.0,0.06315185771178214,0.01,29.368906385349668,5.25,2.5
1.35,281.67713214985184,0.15,2701743.0,0.11401353011443849,0.005,24.903390542072316,5.25,2.75
1.35,284.1451175473522,0.15,2701743.0,0.0744725410466677,0.0075,26.889421996991306,5.25,2.75
1.35,285.8343788577566,0.15,2701743.0,0.06022924355623504,0.01,27.879850412622755,5.25,2.75
1.35,222.03576610573242,0.15,2701743.0,0.12107610349250036,0.005,23.534298710023418,5.25,3.0
1.35,224.32203133793814,0.15,2701743.0,0.07772899125566247,0.0075,25.519355416272536,5.25,3.0
1.35,225.91284707275852,0.15,2701743.0,0.06232581750011852,0.01,26.509102832761812,5.25,3.0
1.35,177.48042135495814,0.15,2701743.0,0.10888082561871684,0.005,23.155052105109636,5.25,3.25
1.35,179.68990815452347,0.15,2701743.0,0.0688939660051017,0.0075,25.13655164885312,5.25,3.25
1.35,181.25762037553667,0.15,2701743.0,0.05485375369882654,0.01,26.12374593252328,5.25,3.25
1.35,147.70344009685678,0.15,2701743.0,0.10183076229272828,0.005,22.684509153172957,5.25,3.5
1.35,149.17513443319274,0.15,2701743.0,0.06362079370651648,0.0075,24.659438744652483,5.25,3.5
1.35,150.254638333506,0.15,2701743.0,0.050347310332934686,0.01,25.641851053952152,5.25,3.5
1.35,327.5946021735652,0.15,2701743.0,0.12228713385261372,0.005,27.384106157409995,5.5,2.5
1.35,329.69552352992383,0.15,2701743.0,0.0822755719040161,0.0075,29.372897216340903,5.5,2.5
1.35,331.10126784910324,0.15,2701743.0,0.06752047728506747,0.01,30.365395221771166,5.5,2.5
1.35,262.85046648215763,0.15,2701743.0,0.11818397284026882,0.005,25.934324252757513,5.5,2.75
1.35,265.0284855192196,0.15,2701743.0,0.0780034211701843,0.0075,27.920176379322186,5.5,2.75
1.35,266.509134476492,0.15,2701743.0,0.06341156849935395,0.01,28.91067126448972,5.5,2.75
1.35,207.78756562728853,0.15,2701743.0,0.12346777692507024,0.005,24.56796272919633,5.5,3.0
1.35,209.7693034032382,0.15,2701743.0,0.08011346003273918,0.0075,26.55283700264271,5.5,3.0
1.35,212.84643669338365,0.15,2701743.0,0.05208656593697867,0.01,28.52973540737802,5.5,3.0
1.35,167.97053732226343,0.15,2701743.0,0.10982478457771044,0.005,24.187865197884797,5.5,3.25
1.35,169.8029464486219,0.15,2701743.0,0.07024523689971737,0.0075,26.168975838297097,5.5,3.25
1.35,171.09639459666755,0.15,2701743.0,0.05623074032295557,0.01,27.155917946371776,5.5,3.25
1.35,143.6115589475192,0.15,2701743.0,0.10159365241880586,0.005,23.74572663121201,5.5,3.5
1.35,144.71295140903646,0.15,2701743.0,0.06417097594686555,0.0075,25.719914905290665,5.5,3.5
1.35,145.52296775890508,0.15,2701743.0,0.05105989529083421,0.01,26.701975714591786,5.5,3.5
1.35,220.62300255989607,0.2,2701743.0,0.10795105007655299,0.005,23.181002020008847,4.5,2.5
1.35,223.85375598993804,0.2,2701743.0,0.06953588569339483,0.0075,25.163610995124507,4.5,2.5
1.35,226.10152414629718,0.2,2701743.0,0.05585711851694215,0.01,26.151677186412766,4.5,2.5
1.35,162.09348956976663,0.2,2701743.0,0.10826499969409493,0.005,21.84881210872447,4.5,2.75
1.35,164.31011705363053,0.2,2701743.0,0.06838621309735651,0.0075,23.8244066587666,4.5,2.75
1.35,165.90258575626137,0.2,2701743.0,0.054411066391772324,0.01,24.807513035620474,4.5,2.75
1.35,136.28568886670692,0.2,2701743.0,0.09145016406118145,0.005,21.653044041708977,4.5,3.0
1.35,136.9781304810415,0.2,2701743.0,0.05686934460853296,0.0075,23.618095184900525,4.5,3.0
1.35,137.5712555705716,0.2,2701743.0,0.044919738736532835,0.01,24.593694512222044,4.5,3.0
1.35,146.55110896106018,0.2,2701743.0,0.08015204374950613,0.005,21.559316688620616,4.5,3.25
1.35,144.32565252568418,0.2,2701743.0,0.04920044829433639,0.0075,23.51091651388766,4.5,3.25
1.35,142.9288379598735,0.2,2701743.0,0.03863624655680211,0.01,24.47706188834796,4.5,3.25
1.35,195.69491948230603,0.2,2701743.0,0.07221772338491199,0.005,21.46167586529029,4.5,3.5
1.35,189.0815545342399,0.2,2701743.0,0.04385543983332072,0.0075,23.400297429449424,4.5,3.5
1.35,184.60783822633422,0.2,2701743.0,0.034280155242327394,0.01,24.35688696369663,4.5,3.5
1.35,204.01960077468016,0.2,2701743.0,0.11421763552593525,0.005,24.19745701420168,4.75,2.5
1.35,206.65008622930586,0.2,2701743.0,0.07446556092253319,0.0075,26.18033144086288,4.75,2.5
1.35,210.7317508049308,0.2,2701743.0,0.048659110255048155,0.01,28.154231313502688,4.75,2.5
