beta,fval,gamma,n,phim,s1,t0,ti,tr
1.3,153.87579504892062,0.2,2701743.0,0.05473780943687262,0.01,28.767354918004653,5.0,2.75
1.3,140.73924321591585,0.2,2701743.0,0.08259718560460419,0.005,25.62900693763376,5.0,3.0
1.3,140.5621864291894,0.2,2701743.0,0.06640901561789408,0.0075,26.611579675393443,5.0,3.0
1.3,140.23913666074597,0.2,2701743.0,0.04305343580730108,0.01,28.563590829338715,5.0,3.0
1.3,165.5142093852481,0.2,2701743.0,0.08663852397711089,0.005,24.543474535378174,5.0,3.25
1.3,162.63131946899574,0.2,2701743.0,0.05524146726061706,0.0075,26.499415949304016,5.0,3.25
1.3,160.7433360604286,0.2,2701743.0,0.04419005295954487,0.01,27.469209919317873,5.0,3.25
1.3,225.47864270130364,0.2,2701743.0,0.0752723502446449,0.005,24.4318884874176,5.0,3.5
1.3,218.86586742140705,0.2,2701743.0,0.047477625357409695,0.0075,26.375399104643574,5.0,3.5
1.3,214.40902579330105,0.2,2701743.0,0.03779926883552463,0.01,27.336364332778416,5.0,3.5
1.3,188.7945201010855,0.2,2701743.0,0.11633463499124594,0.005,28.036446668248093,5.25,2.5
1.3,190.5632959632044,0.2,2701743.0,0.0786788386069372,0.0075,30.018711492258632,5.25,2.5
1.3,193.2165415834223,0.2,2701743.0,0.053314511383417036,0.01,31.984630642911114,5.25,2.5
1.3,150.79263698906078,0.2,2701743.0,0.10690785877596805,0.005,26.85719744781005,5.25,2.75
1.3,151.71739357104164,0.2,2701743.0,0.07096247880258616,0.0075,28.831014871524697,5.25,2.75
1.3,153.21332791857392,0.2,2701743.0,0.0472278653262527,0.01,30.792200627092484,5.25,2.75
1.3,146.51762343642312,0.2,2701743.0,0.08502513340105392,0.005,26.681409961824638,5.25,3.0
1.3,145.74749016236356,0.2,2701743.0,0.05560104985132415,0.0075,28.642950573199556,5.25,3.0
1.3,145.3016288400336,0.2,2701743.0,0.045026819960784226,0.01,29.617084496749047,5.25,3.0
1.3,176.96989093767306,0.2,2701743.0,0.08778932795737583,0.005,25.594602209362606,5.25,3.25
1.3,173.84085831454124,0.2,2701743.0,0.05658449088423757,0.0075,27.550996537941558,5.25,3.25
1.3,171.7812997627713,0.2,2701743.0,0.0455058303354354,0.01,28.521220040803374,5.25,3.25
1.3,240.8622913344187,0.2,2701743.0,0.07554753472331269,0.005,25.477256341814392,5.25,3.5
1.3,234.18920421640144,0.2,2701743.0,0.04817235276847562,0.0075,27.421262211598208,5.25,3.5
1.3,229.69978195136207,0.2,2701743.0,0.03855600178870816,0.01,28.382788178941695,5.25,3.5
1.3,185.3326776483762,0.2,2701743.0,0.10119502877313785,0.005,30.026596757197492,5.5,2.5
1.3,187.02300536664353,0.2,2701743.0,0.06916641479716792,0.0075,32.00561686102542,5.5,2.5
1.3,188.16217516056182,0.2,2701743.0,0.05722546454903634,0.01,33.000049447150076,5.5,2.5
1.3,152.7665181699568,0.2,2701743.0,0.11082830367042751,0.005,27.899593670141652,5.5,2.75
1.3,153.34899105474395,0.2,2701743.0,0.07430305319677455,0.0075,29.87383598403718,5.5,2.75
1.3,154.30704332693276,0.2,2701743.0,0.04993770677527856,0.01,31.835927846534613,5.5,2.75
1.3,154.37949515936944,0.2,2701743.0,0.08723976750362694,0.005,27.730785292467367,5.5,3.0
1.3,153.28159420548872,0.2,2701743.0,0.05762715848997796,0.0075,29.69294450151086,5.5,3.0
1.3,152.60555577819375,0.2,2701743.0,0.04689885156166189,0.01,30.667466224446663,5.5,3.0
1.3,189.77410011109473,0.2,2701743.0,0.08874084719733522,0.005,26.64279624090159,5.5,3.25
1.3,186.46713621345054,0.2,2701743.0,0.05778822337248537,0.0075,28.59954819091208,5.5,3.25
1.3,184.2871251324816,0.2,2701743.0,0.04670795002572224,0.01,29.570227729396883,5.5,3.25
1.3,256.9104504573317,0.2,2701743.0,0.07568143162554397,0.005,26.519673275624395,5.5,3.5
1.3,250.22851994912295,0.2,2701743.0,0.0487578309147778,0.0075,28.46408649150021,5.5,3.5
1.3,245.7451427826834,0.2,2701743.0,0.03922126028065415,0.01,29.426213537764298,5.5,3.5
1.3,144.05481475313107,0.25,2701743.0,0.0788992168545615,0.005,26.16823981399797,4.5,2.5
1.3,143.73594798563448,0.25,2701743.0,0.06393565342541886,0.0075,27.149739445956484,4.5,2.5
1.3,143.09402622610713,0.25,2701743.0,0.04211273956818312,0.01,29.09978176154728,4.5,2.5
1.3,188.08283822754248,0.25,2701743.0,0.07045411774073151,0.005,25.34265560936639,4.5,2.75
1.3,182.73415726956634,0.25,2701743.0,0.04552801090530875,0.0075,27.283770282589472,4.5,2.75
1.3,179.27611283001843,0.25,2701743.0,0.03668530177966891,0.01,28.243964802125703,4.5,2.75
1.3,295.0938330084337,0.25,2701743.0,0.06636748447426946,0.005,24.5676753448089,4.5,3.0
1.3,283.96664196687067,0.25,2701743.0,0.042268613561305984,0.0075,26.49242112782423,4.5,3.0
1.3,276.4873191246472,0.25,2701743.0,0.03383944384817661,0.01,27.440934200281408,4.5,3.0
1.3,453.33515689770474,0.25,2701743.0,0.05147505482377883,0.005,24.750412800739536,4.5,3.25
1.3,433.40692398878485,0.25,2701743.0,0.03251506051053232,0.0075,26.64375190917541,4.5,3.25
1.3,419.79427066246643,0.25,2701743.0,0.025964217327729366,0.01,27.570531410416137,4.5,3.25
1.3,648.2194341532568,0.25,2701743.0,0.040730906656377144,0.005,24.95649303444692,4.5,3.5
1.3,619.31532554793,0.25,2701743.0,0.02558925079518326,0.0075,26.81651706405083,4.5,3.5
1.3,599.2897080858323,0.25,2701743.0,0.020415558973848127,0.01,27.71972974558085,4.5,3.5
1.3,152.1551669867868,0.25,2701743.0,0.08395702076359338,0.005,27.196806599508612,4.75,2.5
1.3,150.9788201455835,0.25,2701743.0,0.055806073524427166,0.0075,29.1576619962091,4.75,2.5
1.3,150.28700842733517,0.25,2701743.0,0.045565256968459464,0.01,30.13157548351046,4.75,2.5
1.3,203.73415591635884,0.25,2701743.0,0.07371854105455916,0.005,26.381534250717102,4.75,2.75
1.3,198.27896444717044,0.25,2701743.0,0.04817736317371444,0.0075,28.325309951003305,4.75,2.75
1.3,194.72832777235317,0.25,2701743.0,0.039030562807015216,0.01,29.287561388876938,4.75,2.75
1.3,314.8114172613745,0.25,2701743.0,0.06836753222017343,0.005,25.60851305312297,4.75,3.0
1.3,304.1812665182148,0.25,2701743.0,0.04403640294173935,0.0075,27.536433389175677,4.75,3.0
1.3,297.0495779336796,0.25,2701743.0,0.03544363954943716,0.01,28.487450479128505,4.75,3.0
1.3,472.78462163364946,0.25,2701743.0,0.052610052483739705,0.005,25.788246362502182,4.75,3.25
1.3,454.1659096742274,0.25,2701743.0,0.03359701863708048,0.0075,27.686186034770884,4.75,3.25
1.3,441.4968464941112,0.25,2701743.0,0.02696396689435235,0.01,28.616431907653787,4.75,3.25
1.3,663.6263393907903,0.25,2701743.0,0.041390308446566215,0.005,25.98260407126283,4.75,3.5
1.3,636.7909688282866,0.25,2701743.0,0.02627846717229308,0.0075,27.848795143410424,4.75,3.5
1.3,618.295530304996,0.25,2701743.0,0.021063850601527066,0.01,28.756845192210335,4.75,3.5
1.3,162.83514305914346,0.25,2701743.0,0.08887189103570654,0.005,28.22156823694155,5.0,2.5
1.3,161.2906641189664,0.25,2701743.0,0.05970222921161264,0.0075,30.18404952633774,5.0,2.5
1.3,159.26194469126983,0.25,2701743.0,0.04025724027390563,0.01,32.129395551860334,5.0,2.5
1.3,220.72360605362525,0.25,2701743.0,0.07681709107883866,0.005,27.41626923561696,5.0,2.75
1.3,215.270498045751,0.25,2701743.0,0.05073945412038004,0.0075,29.36232796837445,5.0,2.75
1.3,211.71192162657118,0.25,2701743.0,0.04131764881198134,0.01,30.326387909654446,5.0,2.75
1.3,330.21431505084615,0.25,2701743.0,0.05660745760183564,0.005,27.61353197926589,5.0,3.0
1.3,324.6462760162494,0.25,2701743.0,0.04570931598756927,0.0075,28.575329194850987,5.0,3.0
1.3,309.6950398683818,0.25,2701743.0,0.029981435908680423,0.01,30.47154299501372,5.0,3.0
1.3,491.8263069435433,0.25,2701743.0,0.053634731694173474,0.005,26.82032246766895,5.0,3.25
1.3,474.40920065881704,0.25,2701743.0,0.03460863495014879,0.0075,28.72251646204809,5.0,3.25
1.3,462.6082792892386,0.25,2701743.0,0.02791012011943727,0.01,29.656071855771287,5.0,3.25
1.3,678.4709783919221,0.25,2701743.0,0.04197421644014252,0.005,26.99974422439275,5.0,3.5
1.3,653.4811798208358,0.25,2701743.0,0.026915020292216693,0.0075,28.874544762726597,5.0,3.5
1.3,636.3493261935796,0.25,2701743.0,0.021672115638717245,0.01,29.78693720277476,5.0,3.5
1.3,175.6835350752886,0.25,2701743.0,0.09363669443625247,0.005,29.242021112258477,5.25,2.5
