,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,errors,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values
,Andalucia,Date,Aragon,Asturias,Baleares,Canarias,Cantabria,Castilla La Mancha,Castilla y Leon,Cataluna,C. Valenciana,Extremadura,Galicia,Madrid,Melilla,Murcia,Navarra,Pais Vasco,La Rioja,Andalucia,Date,Aragon,Asturias,Baleares,Canarias,Cantabria,Castilla La Mancha,Castilla y Leon,Cataluna,C. Valenciana,Extremadura,Galicia,Madrid,Melilla,Murcia,Navarra,Pais Vasco,La Rioja
58,3.872983346207417,2020-05-02,3.4641016151377544,2.449489742783178,2.0,2.0,1.0,6.0,4.242640687119285,8.717797887081348,3.605551275463989,2.6457513110645907,2.23606797749979,8.366600265340756,0.0,0.0,1.4142135623730951,3.0,1.0,15.0,2020-05-02,12.0,6.0,4.0,4.0,1.0,36.0,18.0,76.0,26.5,7.0,5.0,70.0,0.0,15.0,2.0,9.0,1.0
59,1.7320508075688772,2020-05-03,0.0,0.0,0.0,0.0,1.4142135623730951,5.5677643628300215,3.4641016151377544,6.928203230275509,2.449489742783178,1.4142135623730951,2.449489742783178,6.324555320336759,0.0,1.4142135623730951,1.4142135623730951,2.8284271247461903,1.0,3.0,2020-05-03,3.0,0.0,0.0,0.0,2.0,31.0,12.0,71.5,17.5,7.0,6.0,40.0,0.0,2.0,2.0,8.0,1.0
60,2.6457513110645907,2020-05-04,1.0,2.0,0.0,1.0,1.4142135623730951,5.0,4.242640687119285,5.916079783099616,2.23606797749979,0.0,2.449489742783178,6.6332495807108,0.0,0.0,2.0,3.4641016151377544,0.0,7.0,2020-05-04,14.0,4.0,0.0,1.0,2.0,25.0,18.0,51.5,5.0,1.0,6.0,44.0,0.0,8.5,4.0,12.0,1.0
61,2.0,2020-05-05,2.8284271247461903,1.0,1.0,1.0,1.0,5.0990195135927845,3.7416573867739413,7.0710678118654755,3.1622776601683795,1.4142135623730951,2.0,6.6332495807108,0.0,1.4142135623730951,2.23606797749979,3.4641016151377544,1.0,13.0,2020-05-05,8.0,7.0,1.0,1.0,1.0,26.0,14.0,88.0,10.0,15.5,4.0,44.0,0.0,17.5,5.0,12.0,7.0
62,3.7416573867739413,2020-05-06,4.242640687119285,1.7320508075688772,1.0,1.0,1.0,5.5677643628300215,3.872983346207417,8.660254037844387,3.4641016151377544,1.0,3.0,6.782329983125268,0.0,0.0,2.23606797749979,3.3166247903554,1.0,14.0,2020-05-06,18.0,3.0,1.0,4.0,1.0,31.0,15.0,75.0,27.0,1.0,9.0,46.0,0.0,6.0,5.0,11.0,1.0
63,3.605551275463989,2020-05-07,3.4641016151377544,1.0,1.4142135623730951,1.0,1.0,5.477225575051661,4.123105625617661,7.0,3.4641016151377544,2.0,1.7320508075688772,6.164414002968976,0.0,1.0,2.0,4.358898943540674,1.0,13.0,2020-05-07,12.0,1.0,2.0,1.0,1.0,30.0,17.0,49.0,12.0,8.5,3.0,38.0,0.0,5.0,4.0,19.0,1.0
64,2.6457513110645907,2020-05-08,3.872983346207417,1.0,1.0,2.0,1.0,6.0,3.4641016151377544,8.774964387392123,2.449489742783178,2.23606797749979,1.0,6.928203230275509,0.0,0.0,2.0,2.6457513110645907,2.0,24.0,2020-05-08,15.0,7.0,1.0,4.0,1.0,36.0,12.0,77.0,28.5,11.0,1.0,48.0,0.0,0.0,4.0,7.0,4.0
65,4.0,2020-05-09,2.8284271247461903,0.0,2.23606797749979,0.0,0.0,5.0,3.0,6.0,2.449489742783178,2.23606797749979,1.7320508075688772,6.782329983125268,0.0,1.0,1.7320508075688772,3.605551275463989,1.4142135623730951,16.0,2020-05-09,8.0,2.5,9.5,7.0,0.0,25.0,9.0,36.0,18.0,5.0,3.0,46.0,0.0,5.0,3.0,13.0,2.0
66,1.7320508075688772,2020-05-10,1.0,1.7320508075688772,1.4142135623730951,0.0,0.0,4.58257569495584,3.4641016151377544,5.0,2.8284271247461903,1.7320508075688772,1.0,6.782329983125268,0.0,1.0,1.0,3.872983346207417,1.4142135623730951,3.0,2020-05-10,1.0,3.0,8.0,1.5,2.0,21.0,12.0,25.0,8.0,3.0,1.0,46.0,0.0,1.0,1.0,15.0,2.0
67,1.4142135623730951,2020-05-11,1.0,2.23606797749979,0.0,1.0,0.0,5.196152422706632,2.8284271247461903,4.795831523312719,2.6457513110645907,1.7320508075688772,1.0,6.244997998398398,0.0,0.0,1.4142135623730951,2.23606797749979,1.0,2.0,2020-05-11,1.0,5.0,0.0,4.0,0.0,27.0,8.0,23.0,7.0,3.0,5.5,39.0,0.0,6.0,2.0,5.0,1.0
68,2.0,2020-05-12,1.7320508075688772,1.4142135623730951,1.0,1.4142135623730951,1.4142135623730951,5.0,3.0,8.12403840463596,2.449489742783178,2.0,1.0,6.082762530298219,0.0,0.0,1.7320508075688772,2.449489742783178,1.0,4.0,2020-05-12,3.0,2.0,1.0,2.0,2.0,25.0,9.0,66.0,6.0,16.0,3.5,37.0,0.0,0.0,3.0,6.0,1.0
69,2.449489742783178,2020-05-13,1.0,1.4142135623730951,2.23606797749979,0.0,1.4142135623730951,4.898979485566356,2.23606797749979,8.426149773176359,2.23606797749979,1.4142135623730951,1.0,6.324555320336759,0.0,1.7320508075688772,1.0,3.605551275463989,0.0,6.0,2020-05-13,1.0,2.0,5.0,7.0,2.0,24.0,5.0,71.0,5.0,2.0,1.0,40.0,0.0,8.0,1.0,13.0,1.0
70,2.0,2020-05-14,2.6457513110645907,1.0,1.0,0.0,0.0,4.123105625617661,2.449489742783178,11.445523142259598,2.8284271247461903,1.7320508075688772,2.0,4.358898943540674,0.0,0.0,2.0,3.4641016151377544,0.0,4.0,2020-05-14,7.0,7.0,1.0,0.0,0.0,17.0,6.0,131.0,8.0,3.0,4.0,19.0,0.0,3.0,4.0,12.0,0.0
71,2.8284271247461903,2020-05-15,1.0,2.23606797749979,0.0,0.0,1.0,4.242640687119285,2.23606797749979,7.681145747868608,3.0,1.4142135623730951,0.0,5.477225575051661,0.0,1.0,1.4142135623730951,0.0,0.0,8.0,2020-05-15,1.0,5.0,0.0,0.0,1.0,18.0,5.0,59.0,9.0,2.0,0.0,30.0,0.0,1.0,2.0,1.0,0.0
72,3.3166247903554,2020-05-16,1.0,1.0,0.0,0.0,0.0,3.605551275463989,3.1622776601683795,5.744562646538029,2.6457513110645907,1.7320508075688772,1.0,4.123105625617661,0.0,1.0,1.0,1.0,1.0,11.0,2020-05-16,1.0,1.0,0.0,1.0,0.0,13.0,10.0,33.0,7.0,3.0,1.0,17.0,0.0,13.0,1.0,1.0,1.0
73,1.7320508075688772,2020-05-17,0.0,0.0,1.4142135623730951,0.0,1.0,3.1622776601683795,2.449489742783178,5.385164807134504,1.0,1.7320508075688772,1.4142135623730951,4.58257569495584,0.0,0.0,1.4142135623730951,2.0,1.4142135623730951,3.0,2020-05-17,0.0,12.5,2.0,0.0,7.0,10.0,6.0,29.0,1.0,6.5,2.0,21.0,0.0,0.0,2.0,4.0,6.0
74,0.0,2020-05-18,0.0,1.4142135623730951,0.0,1.4142135623730951,0.0,2.23606797749979,2.6457513110645907,3.4641016151377544,2.0,0.0,1.0,4.0,0.0,1.0,0.0,2.6457513110645907,1.0,0.0,2020-05-18,0.0,2.0,0.0,2.0,0.0,5.0,7.0,12.0,4.0,1.0,9.0,16.0,0.0,1.0,0.0,7.0,1.0
75,3.0,2020-05-19,2.23606797749979,1.4142135623730951,1.0,1.4142135623730951,1.0,1.4142135623730951,2.6457513110645907,5.0,2.449489742783178,2.0,0.0,5.5677643628300215,0.0,0.0,0.0,2.0,1.0,9.0,2020-05-19,5.0,2.0,1.0,2.0,1.0,2.0,7.0,25.0,6.0,4.0,0.0,31.0,0.0,0.0,0.0,4.0,1.0
76,2.0,2020-05-20,2.0,1.0,1.4142135623730951,0.0,1.0,3.605551275463989,0.0,6.324555320336759,1.4142135623730951,0.0,0.0,4.242640687119285,0.0,1.7320508075688772,0.0,3.1622776601683795,1.0,12.5,2020-05-20,4.0,1.0,2.0,1.0,1.0,13.0,5.0,40.0,2.0,4.0,8.0,18.0,0.0,3.0,0.0,10.0,1.0
77,2.0,2020-05-21,1.0,1.7320508075688772,0.0,0.0,0.0,2.449489742783178,0.0,0.0,2.23606797749979,1.0,1.0,4.358898943540674,0.0,1.0,0.0,1.7320508075688772,0.0,4.0,2020-05-21,1.0,10.0,0.0,0.0,0.0,6.0,5.5,47.5,5.0,1.0,1.0,19.0,0.0,8.0,3.0,3.0,0.0
