Andalucia,Date,Aragon,Asturias,Baleares,Canarias,Cantabria,Castilla La Mancha,Castilla y Leon,Cataluna,C. Valenciana,Extremadura,Galicia,Madrid,Melilla,Murcia,Navarra,Pais Vasco,La Rioja
0.0,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,2020-03-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0
0.0,2020-03-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
0.0,2020-03-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8284271247461903,0.0,0.0,0.0,1.0,0.0
0.0,2020-03-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23606797749979,0.0,0.0,0.0,0.0,1.0
0.0,2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.1622776601683795,0.0,0.0,0.0,0.0,1.0
0.0,2020-03-12,1.4142135623730951,0.0,1.0,0.0,0.0,1.0,0.0,1.7320508075688772,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.23606797749979,0.0
0.0,2020-03-13,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.7320508075688772,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.7320508075688772,1.0
1.4142135623730951,2020-03-14,0.0,1.0,0.0,1.0,0.0,1.0,1.4142135623730951,2.0,1.7320508075688772,1.0,0.0,2.23606797749979,0.0,0.0,0.0,0.0,0.0
2.0,2020-03-15,0.0,0.0,0.0,0.0,0.0,2.0,1.7320508075688772,1.4142135623730951,1.0,0.0,1.4142135623730951,11.269427669584644,0.0,0.0,0.0,3.0,0.0
1.0,2020-03-16,2.0,0.0,0.0,0.0,0.0,2.6457513110645907,1.7320508075688772,2.23606797749979,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2.0,2020-03-17,1.0,0.0,0.0,1.0,0.0,0.0,1.7320508075688772,1.7320508075688772,2.8284271247461903,1.0,1.0,11.916375287812984,0.0,0.0,1.0,3.605551275463989,1.0
2.8284271247461903,2020-03-18,1.0,0.0,0.0,1.0,1.0,3.3166247903554,3.1622776601683795,3.1622776601683795,3.0,1.7320508075688772,0.0,5.916079783099616,0.0,0.0,1.0,2.0,0.0
2.0,2020-03-19,1.4142135623730951,0.0,1.0,0.0,0.0,3.7416573867739413,2.6457513110645907,4.47213595499958,1.4142135623730951,1.4142135623730951,1.0,10.392304845413264,0.0,0.0,1.0,3.605551275463989,0.0
2.6457513110645907,2020-03-20,1.4142135623730951,1.4142135623730951,0.0,1.0,0.0,0.0,3.7416573867739413,6.324555320336759,3.0,1.4142135623730951,1.0,11.40175425099138,0.0,0.0,1.0,4.242640687119285,1.4142135623730951
3.1622776601683795,2020-03-21,2.23606797749979,1.7320508075688772,1.4142135623730951,1.7320508075688772,1.0,6.48074069840786,3.4641016151377544,7.0710678118654755,4.123105625617661,1.4142135623730951,2.0,13.2664991614216,0.0,1.0,2.0,3.7416573867739413,2.8284271247461903
2.6457513110645907,2020-03-22,1.4142135623730951,2.23606797749979,0.0,1.4142135623730951,1.7320508075688772,5.291502622129181,4.358898943540674,6.244997998398398,4.358898943540674,1.4142135623730951,1.7320508075688772,14.730919862656235,0.0,0.0,2.23606797749979,3.4641016151377544,1.7320508075688772
3.3166247903554,2020-03-23,2.8284271247461903,3.1622776601683795,2.449489742783178,1.4142135623730951,1.0,5.744562646538029,5.291502622129181,4.123105625617661,5.0,2.0,2.449489742783178,15.556349186104045,0.0,1.0,3.1622776601683795,4.795831523312719,2.0
5.385164807134504,2020-03-24,2.23606797749979,2.0,0.0,2.23606797749979,1.7320508075688772,8.426149773176359,4.69041575982343,9.695359714832659,4.58257569495584,2.8284271247461903,1.4142135623730951,16.492422502470642,0.0,1.0,2.6457513110645907,3.605551275463989,2.8284271247461903
5.0990195135927845,2020-03-25,1.7320508075688772,1.7320508075688772,1.7320508075688772,2.23606797749979,2.23606797749979,6.855654600401044,6.4031242374328485,9.591663046625438,5.291502622129181,3.605551275463989,2.6457513110645907,17.029386365926403,0.0,1.4142135623730951,1.4142135623730951,4.69041575982343,2.6457513110645907
4.58257569495584,2020-03-26,2.8284271247461903,0.0,2.0,1.7320508075688772,1.7320508075688772,7.280109889280518,6.4031242374328485,10.770329614269007,4.898979485566356,4.358898943540674,2.23606797749979,16.278820596099706,1.0,1.7320508075688772,4.0,5.0,2.449489742783178
3.1622776601683795,2020-03-27,3.1622776601683795,3.1622776601683795,2.23606797749979,1.7320508075688772,2.0,7.14142842854285,6.782329983125268,13.564659966250536,5.5677643628300215,3.3166247903554,3.3166247903554,17.944358444926362,0.0,2.6457513110645907,3.0,5.196152422706632,3.4641016151377544
5.5677643628300215,2020-03-28,5.916079783099616,2.23606797749979,2.0,3.0,1.0,9.0,8.306623862918075,11.916375287812984,6.0,4.358898943540674,2.0,18.57417562100671,0.0,1.4142135623730951,3.4641016151377544,5.830951894845301,3.1622776601683795
5.656854249492381,2020-03-29,3.3166247903554,1.7320508075688772,1.7320508075688772,1.7320508075688772,2.0,9.539392014169456,7.681145747868608,8.774964387392123,5.744562646538029,3.4641016151377544,3.605551275463989,18.027756377319946,0.0,1.7320508075688772,3.7416573867739413,4.898979485566356,1.7320508075688772
5.385164807134504,2020-03-30,1.4142135623730951,3.4641016151377544,2.8284271247461903,1.0,1.0,9.1104335791443,7.874007874011811,8.888194417315589,6.557438524302,2.449489742783178,2.449489742783178,17.60681686165901,0.0,2.23606797749979,4.242640687119285,5.656854249492381,1.7320508075688772
3.4641016151377544,2020-03-31,5.656854249492381,2.6457513110645907,2.23606797749979,3.872983346207417,3.1622776601683795,9.273618495495704,8.602325267042627,15.264337522473747,5.385164807134504,5.196152422706632,4.242640687119285,14.52583904633395,0.0,3.0,3.3166247903554,5.291502622129181,3.7416573867739413
7.745966692414834,2020-04-01,5.5677643628300215,3.0,2.0,2.6457513110645907,4.123105625617661,8.12403840463596,8.306623862918075,15.556349186104045,7.483314773547883,4.358898943540674,4.358898943540674,16.186414056238647,0.0,1.7320508075688772,4.123105625617661,6.6332495807108,2.23606797749979
5.916079783099616,2020-04-02,5.5677643628300215,1.0,3.4641016151377544,2.449489742783178,2.449489742783178,8.94427190999916,7.483314773547883,13.076696830622021,6.928203230275509,5.385164807134504,4.123105625617661,17.60681686165901,0.0,2.23606797749979,3.3166247903554,6.557438524302,3.3166247903554
5.744562646538029,2020-04-03,4.898979485566356,2.0,3.3166247903554,2.23606797749979,2.0,7.874007874011811,9.055385138137417,12.449899597988733,8.246211251235321,4.358898943540674,4.242640687119285,17.549928774784245,1.0,2.0,3.1622776601683795,5.656854249492381,2.8284271247461903
7.0710678118654755,2020-04-04,5.196152422706632,1.7320508075688772,1.4142135623730951,2.23606797749979,2.0,8.54400374531753,7.937253933193772,12.0,7.745966692414834,2.8284271247461903,4.58257569495584,15.491933384829668,0.0,2.23606797749979,4.47213595499958,5.744562646538029,4.358898943540674
6.6332495807108,2020-04-05,4.358898943540674,2.0,2.0,1.4142135623730951,0.0,8.12403840463596,7.810249675906654,11.180339887498949,6.48074069840786,3.1622776601683795,3.872983346207417,14.7648230602334,0.0,2.8284271247461903,2.6457513110645907,6.164414002968976,2.449489742783178
4.58257569495584,2020-04-06,3.7416573867739413,2.449489742783178,2.449489742783178,2.23606797749979,3.0,8.774964387392123,8.48528137423857,10.677078252031311,4.898979485566356,3.1622776601683795,4.0,13.96424004376894,0.0,3.0,3.0,5.744562646538029,2.6457513110645907
6.082762530298219,2020-04-07,5.291502622129181,2.8284271247461903,1.7320508075688772,2.0,2.8284271247461903,6.708203932499369,7.937253933193772,12.727922061357855,5.916079783099616,5.477225575051661,3.7416573867739413,15.329709716755891,0.0,3.1622776601683795,3.872983346207417,6.164414002968976,4.358898943540674
8.774964387392123,2020-04-08,6.082762530298219,2.449489742783178,2.23606797749979,1.4142135623730951,2.6457513110645907,8.831760866327848,6.782329983125268,11.532562594670797,7.211102550927978,3.605551275463989,3.0,14.66287829861518,0.0,2.6457513110645907,2.0,7.0,4.123105625617661
6.855654600401044,2020-04-09,6.0,2.449489742783178,0.0,1.0,2.449489742783178,8.18535277187245,7.3484692283495345,14.317821063276353,6.557438524302,3.4641016151377544,4.242640687119285,14.628738838327793,0.0,1.7320508075688772,2.8284271247461903,7.3484692283495345,2.23606797749979
6.244997998398398,2020-04-10,4.898979485566356,4.0,2.8284271247461903,1.4142135623730951,2.0,10.44030650891055,6.855654600401044,10.954451150103322,5.385164807134504,2.23606797749979,3.4641016151377544,13.114877048604,0.0,1.4142135623730951,2.0,6.324555320336759,3.7416573867739413
6.782329983125268,2020-04-11,4.0,2.23606797749979,2.23606797749979,1.0,2.23606797749979,7.211102550927978,7.14142842854285,9.486832980505138,4.69041575982343,3.872983346207417,4.242640687119285,10.583005244258363,0.0,2.0,3.0,6.0,3.3166247903554
7.874007874011811,2020-04-12,5.0,4.0,3.1622776601683795,0.0,1.7320508075688772,7.745966692414834,6.4031242374328485,9.899494936611665,4.47213595499958,3.0,3.605551275463989,13.92838827718412,0.0,1.7320508075688772,2.23606797749979,6.244997998398398,3.4641016151377544
4.0,2020-04-13,3.7416573867739413,2.6457513110645907,2.23606797749979,1.0,2.6457513110645907,9.1104335791443,6.48074069840786,11.40175425099138,6.164414002968976,3.0,3.1622776601683795,12.041594578792296,0.0,2.0,2.6457513110645907,5.196152422706632,2.0
4.58257569495584,2020-04-14,5.291502622129181,2.8284271247461903,1.0,2.449489742783178,1.7320508075688772,9.38083151964686,6.0,9.797958971132712,5.5677643628300215,3.605551275463989,2.449489742783178,12.041594578792296,0.0,2.23606797749979,3.1622776601683795,5.291502622129181,3.3166247903554
5.385164807134504,2020-04-15,4.69041575982343,2.6457513110645907,2.6457513110645907,1.4142135623730951,3.4641016151377544,6.4031242374328485,6.164414002968976,15.874507866387544,6.164414002968976,2.8284271247461903,3.0,12.489995996796797,0.0,1.7320508075688772,1.7320508075688772,6.557438524302,3.4641016151377544
6.855654600401044,2020-04-16,5.385164807134504,2.0,2.449489742783178,1.7320508075688772,2.23606797749979,6.4031242374328485,5.916079783099616,12.84523257866513,5.196152422706632,4.123105625617661,3.3166247903554,12.36931687685298,0.0,1.4142135623730951,3.0,7.3484692283495345,3.3166247903554
5.291502622129181,2020-04-17,4.358898943540674,3.1622776601683795,1.7320508075688772,2.0,2.6457513110645907,7.483314773547883,5.385164807134504,11.575836902790225,5.196152422706632,3.605551275463989,3.1622776601683795,11.40175425099138,0.0,1.0,0.0,6.0,2.23606797749979
5.196152422706632,2020-04-18,6.244997998398398,2.0,3.7416573867739413,2.0,2.23606797749979,7.810249675906654,5.291502622129181,11.269427669584644,6.557438524302,2.8284271247461903,3.7416573867739413,11.180339887498949,0.0,1.7320508075688772,4.0,5.291502622129181,3.1622776601683795
